VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
7052	....	KNIGHT	MONSTER	MELEE	33		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	37	49	25	12	73	89	1733	10	9	560	840	1862	39	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7053	....	S_PAWN	MONSTER	RANGE	35		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	38	25	50	13	59	110	1852	10	9	592	888	1974	41	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7054	......	KNIGHT	MONSTER	MELEE	36		AGGR	0	DESERT	POISON	0	snakeman_sword	0	38	50	25	13	78	95	3010	5	9	608	912	4060	42	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7055	......	KNIGHT	MONSTER	RANGE	38		AGGR	0	DESERT	POISON	0	snakeman_bow	0	26	39	51	13	63	117	3249	5	9	640	960	4284	44	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7056	......	S_KNIGHT	MONSTER	MELEE	40		AGGR	0	DESERT		0	outlaw	0	51	26	39	13	66	122	3500	5	9	672	1008	4508	46	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	10	20	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7057	....	S_PAWN	MONSTER	MELEE	52		AGGR,NOMOVE	0	DESERT		0	evil_eye	0	67	50	34	17	106	130	1906	7	2	168	253	1045	59	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7058	....	S_PAWN	MONSTER	MELEE	53		AGGR	0	DESERT		0	giant_scorpion	0	68	50	34	17	107	144	2360	7	2	273	410	1278	60	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7059	....	KNIGHT	MONSTER	MELEE	54		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	69	52	35	17	109	134	2433	7	2	278	417	1302	62	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7060	....	S_PAWN	MONSTER	RANGE	54		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	69	52	35	17	110	146	3244	12	7	382	573	2170	62	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7061	......	KNIGHT	MONSTER	MELEE	55		AGGR	0	DESERT	POISON	0	snakeman_sword	0	71	53	35	18	112	161	2508	7	2	283	424	1326	63	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7062	......	KNIGHT	MONSTER	RANGE	56		AGGR	0	DESERT	POISON	0	snakeman_bow	0	72	54	36	18	113	138	5382	7	7	482	723	4500	64	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7063	......	S_KNIGHT	MONSTER	MELEE	57		AGGR	0	DESERT		0	outlaw	0	73	55	37	18	115	140	5542	7	7	490	735	4580	65	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	10	20	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7064	....	S_PAWN	MONSTER	MELEE	81		AGGR,NOMOVE	0	DESERT		0	evil_eye	0	78	104	52	20	173	320	5523	7	5	522	783	2689	70	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7065	....	S_PAWN	MONSTER	MELEE	81		AGGR	0	DESERT		0	giant_scorpion	0	79	105	52	20	225	275	5676	7	5	529	796	2732	71	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7066	....	KNIGHT	MONSTER	MELEE	82		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	79	105	53	20	176	329	5834	7	5	587	880	2776	72	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7067	....	S_PAWN	MONSTER	RANGE	83		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	81	107	53	20	176	329	7778	12	10	875	1314	4626	72	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7068	......	KNIGHT	MONSTER	MELEE	83		AGGR	0	DESERT	POISON	0	snakeman_sword	0	108	53	81	21	230	283	7993	12	10	889	1334	4698	73	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7069	......	KNIGHT	MONSTER	RANGE	84		AGGR	0	DESERT	POISON	0	snakeman_bow	0	109	82	55	21	182	338	8207	7	5	902	1352	4770	75	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7070	......	S_KNIGHT	MONSTER	MELEE	85		AGGR	0	DESERT		0	outlaw	0	129	126	55	21	182	338	12823	7	10	1148	1723	9540	75	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	10	20	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7071	.....	S_PAWN	MONSTER	MELEE	33		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	37	49	25	12	73	89	1733	10	9	560	840	1862	39	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7072	..	S_PAWN	MONSTER	MAGIC	35		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	38	25	50	13	59	110	1852	10	9	592	888	1974	41	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7073	...	KNIGHT	MONSTER	MELEE	36		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	38	50	25	13	78	95	3010	5	9	608	912	4060	42	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7074	...	KNIGHT	MONSTER	POWER	38		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	26	39	51	13	63	117	3249	5	9	640	960	4284	44	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
7075	....	S_KNIGHT	MONSTER	POWER	40		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	51	26	39	13	66	122	3500	5	9	672	1008	4508	46	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	90	0	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
7076	.....	S_PAWN	MONSTER	MELEE	54		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	69	52	35	17	109	134	2433	7	2	278	417	1302	62	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7077	..	S_PAWN	MONSTER	MAGIC	54		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	69	52	35	17	110	146	3244	12	7	382	573	2170	62	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7078	...	KNIGHT	MONSTER	MELEE	55		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	71	53	35	18	112	161	2508	7	2	283	424	1326	63	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7079	...	KNIGHT	MONSTER	POWER	56		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	72	54	36	18	113	138	5382	7	7	482	723	4500	64	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
7080	....	S_KNIGHT	MONSTER	POWER	57		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	73	55	37	18	115	140	5542	7	7	490	735	4580	65	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	90	0	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
7081	.....	S_PAWN	MONSTER	MELEE	82		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	79	105	53	20	176	329	5834	7	5	587	880	2776	72	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7082	..	S_PAWN	MONSTER	MAGIC	83		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	81	107	53	20	176	329	7778	12	10	875	1314	4626	72	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7083	...	KNIGHT	MONSTER	MELEE	83		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	108	53	81	21	230	283	7993	12	10	889	1334	4698	73	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7084	...	KNIGHT	MONSTER	POWER	84		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	109	82	55	21	182	338	8207	7	5	902	1352	4770	75	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
7085	....	S_KNIGHT	MONSTER	POWER	85		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	129	126	55	21	182	338	12823	7	10	1148	1723	9540	75	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	90	0	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
7086	....	PAWN	MONSTER	MELEE	35			0	ATT_EARTH		0	ent_guru	0	38	25	50	13	59	110	1852	10	9	592	888	1974	41	130	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	1.12	0	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7087	..	S_PAWN	MONSTER	RANGE	36			0	ATT_EARTH		0	ent_hu	0	38	50	25	13	78	95	3010	5	9	608	912	4060	42	110	100	100	2000	650	0	0	0	0	10	0	0	0	10	10	5	-10	-10	10	0	0	10	0	0	1.44	0	10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7088	....	S_PAWN	MONSTER	MELEE	38			0	ATT_EARTH		0	ent_red	0	26	39	51	13	63	117	3249	5	9	640	960	4284	44	125	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	1.44	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7089	...	KNIGHT	MONSTER	MELEE	40		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	51	26	39	13	66	122	3500	5	9	672	1008	4508	46	125	100	100	2000	150	0	0	0	0	3	0	5	10	10	0	10	15	15	0	0	0	20	0	0	1.6	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7090	....	PAWN	MONSTER	MELEE	54			0	ATT_EARTH		0	ent_guru	0	69	52	35	17	110	146	3244	12	7	382	573	2170	62	130	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	1.12	0	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7091	..	S_PAWN	MONSTER	RANGE	55			0	ATT_EARTH		0	ent_hu	0	71	53	35	18	112	161	2508	7	2	283	424	1326	63	110	100	100	2000	650	0	0	0	0	10	0	0	0	10	10	5	-10	-10	10	0	0	10	0	0	1.44	0	10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7092	....	S_PAWN	MONSTER	MELEE	56			0	ATT_EARTH		0	ent_red	0	72	54	36	18	113	138	5382	7	7	482	723	4500	64	125	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	1.44	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7093	...	KNIGHT	MONSTER	MELEE	57		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	73	55	37	18	115	140	5542	7	7	490	735	4580	65	125	100	100	2000	150	0	0	0	0	3	0	5	10	10	0	10	15	15	0	0	0	20	0	0	1.6	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7094	....	PAWN	MONSTER	MELEE	83			0	ATT_EARTH		0	ent_guru	0	81	107	53	20	176	329	7778	12	10	875	1314	4626	72	130	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	1.12	0	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7095	..	S_PAWN	MONSTER	RANGE	83			0	ATT_EARTH		0	ent_hu	0	108	53	81	21	230	283	7993	12	10	889	1334	4698	73	110	100	100	2000	650	0	0	0	0	10	0	0	0	10	10	5	-10	-10	10	0	0	10	0	0	1.44	0	10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7096	....	S_PAWN	MONSTER	MELEE	84			0	ATT_EARTH		0	ent_red	0	109	82	55	21	182	338	8207	7	5	902	1352	4770	75	125	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	1.44	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8001	???	KING	STONE	SPECIAL	5		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	6	0	0	0	14550	5	1	76	114	1	8	104	109	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8002	???	KING	STONE	SPECIAL	10		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	12	0	0	0	23250	5	1	136	204	3	14	110	114	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8003	???	KING	STONE	SPECIAL	15		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	18	0	0	0	34050	5	1	196	294	5	19	115	121	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8004	???	KING	STONE	SPECIAL	20		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	24	0	0	0	47400	5	1	256	384	8	25	122	126	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8005	???	KING	STONE	SPECIAL	25		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	30	0	0	0	63450	5	1	316	474	12	30	305	310	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8006	???	KING	STONE	SPECIAL	30		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	36	0	0	0	80250	5	1	376	564	15	35	401	411	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8007	???	KING	STONE	SPECIAL	35		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	42	0	0	0	98700	5	1	436	654	18	41	501	507	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8008	???	KING	STONE	SPECIAL	40		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	48	0	0	0	119700	5	1	496	744	21	46	601	614	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8009	???	KING	STONE	SPECIAL	45		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	54	0	0	0	142350	5	1	556	834	24	52	1301	1310	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8010	???	KING	STONE	SPECIAL	50		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	60	0	0	0	167850	5	1	616	924	27	57	901	913	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8011	???	KING	STONE	SPECIAL	55		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	66	0	0	0	195900	5	1	676	1014	30	63	714	726	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8012	???	KING	STONE	SPECIAL	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	72	0	0	0	226650	5	1	736	1104	33	68	2101	2109	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8013	???	KING	STONE	SPECIAL	65		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	78	0	0	0	260250	5	1	796	1194	36	73	1101	1113	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8014	???	KING	STONE	SPECIAL	70		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	91	0	0	0	296550	5	1	856	1284	39	79	2201	2207	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8015	???	KING	STONE	SPECIAL	50		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	60	0	0	0	167850	5	1	616	924	27	57	901	913	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8016	???	KING	STONE	SPECIAL	55		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	66	0	0	0	195900	5	1	676	1014	30	63	714	726	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8017	???	KING	STONE	SPECIAL	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	72	0	0	0	226650	5	1	736	1104	33	68	2101	2109	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8018	???	KING	STONE	SPECIAL	65		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	78	0	0	0	260250	5	1	796	1194	36	73	1101	1113	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8019	???	KING	STONE	SPECIAL	70		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	91	0	0	0	296550	5	1	856	1284	39	79	2201	2207	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8020	???	KING	STONE	SPECIAL	1		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	50	0	0	0	2965500	5	1	966	1404	39	79	101	101	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8021	???	KING	STONE	SPECIAL	1		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	50	0	0	0	2965500	5	1	966	1404	39	79	101	101	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8022	???	KING	STONE	SPECIAL	1		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	50	0	0	0	2965500	5	1	966	1404	39	79	101	101	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8023	???	KING	STONE	SPECIAL	1		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	50	0	0	0	2965500	5	1	966	1404	39	79	101	101	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0
8024	???	KING	STONE	SPECIAL	75		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	66	0	0	0	469000	5	1	976	1464	42	63	2301	2309	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0
8025	???	KING	STONE	SPECIAL	80		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	72	0	0	0	584000	5	1	1036	1554	45	68	2308	2313	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0
8026	???	KING	STONE	SPECIAL	85		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	78	0	0	0	727000	5	1	1096	1644	48	73	2320	2326	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0
8027	???	KING	STONE	SPECIAL	90		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	91	0	0	0	905000	5	1	1196	1744	51	79	2327	2333	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0
8031	????	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	1000	2000	50	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0
8032	????	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	1000	2000	50	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0
8033	????	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	1000	2000	50	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0
8034	????	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	1000	2000	50	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0
8035	???	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	1000	2000	50	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8036	?????	KING	STONE	MELEE	80		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	1000	2000	50	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8037	?????	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	1000	2000	50	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
